file_id	md5	size	urls	sample_id
2341f5d5c8b48ad8e3ba519f21971ea5	c5fb6dbdae7e996a891e185bcf6a1242	98861328	fasp://aspera.ihmpdcc.org/ibd/transcriptome/host/raw/CSM5FZ1G.tar.gz	2341f5d5c8b48ad8e3ba519f217eb891
